satisfaction,Age,Flight Distance,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Baggage handling,Online boarding
0,44,1718,2,2,3,2,3,3,1,1,3
0,61,1304,2,2,3,2,3,3,2,2,3
0,38,1266,2,2,2,2,2,2,2,2,2
1,37,1663,3,3,4,4,4,4,4,5,4
0,48,2131,2,2,5,2,5,5,3,2,5
1,14,1478,3,3,4,5,5,4,4,4,4
1,50,387,5,5,4,4,4,4,5,1,4
1,52,416,3,3,3,5,5,4,4,4,3
0,48,1221,2,2,2,2,1,2,3,3,2
0,21,1834,2,2,4,2,4,4,2,1,4
1,37,1476,5,5,3,4,5,4,4,4,5
1,12,1348,1,1,2,4,4,4,4,4,4
0,12,1628,2,2,2,2,2,2,2,3,2
1,34,2333,2,2,5,4,4,4,4,4,4
0,39,2092,2,2,2,2,2,2,2,3,2
0,43,1367,2,2,4,2,4,4,3,3,4
0,22,1124,2,2,1,2,1,1,4,1,1
1,10,1457,5,5,2,5,5,4,4,4,4
0,52,1808,2,2,2,2,2,2,4,2,2
1,65,324,2,2,3,4,5,4,4,4,5
0,35,327,2,2,3,2,2,1,1,1,4
0,20,1439,2,2,2,2,1,2,4,2,2
1,15,1780,1,1,2,4,5,4,4,4,4
0,61,1925,2,2,4,2,2,4,2,2,4
0,22,1805,2,2,4,2,4,4,2,3,4
1,55,269,3,3,4,4,4,4,4,4,4
1,42,276,2,2,5,4,4,4,4,4,3
1,45,245,3,3,5,4,4,4,4,4,5
1,12,1212,2,2,4,4,4,4,4,4,4
1,46,274,4,4,4,4,4,2,4,1,4
1,70,262,5,5,4,5,5,4,4,4,4
1,57,251,5,5,2,5,4,4,4,4,3
0,27,1858,2,2,4,2,4,4,2,3,4
0,46,1902,2,2,2,1,1,1,3,2,1
0,26,1375,2,2,2,2,2,2,4,2,2
1,35,209,5,5,2,4,5,4,4,4,5
0,51,1257,2,2,5,2,5,5,1,3,5
1,39,1150,3,3,4,5,5,4,4,4,5
1,25,1959,4,4,2,5,4,4,4,4,4
0,18,2052,2,2,2,2,2,1,5,2,2
0,33,1212,2,2,2,2,2,2,4,2,2
0,17,1239,2,2,1,2,1,1,4,2,1
0,36,1484,2,2,4,2,4,4,2,3,4
0,7,1183,2,2,5,2,2,5,2,2,5
1,16,720,3,3,3,5,4,4,4,4,3
0,23,4703,2,3,2,1,1,2,3,4,1
1,35,3709,5,5,2,4,5,4,4,4,3
0,58,4275,2,3,4,2,4,4,2,3,4
1,35,4369,2,2,4,5,5,4,4,4,5
1,54,2658,1,1,4,2,4,4,4,4,4
1,41,3854,2,2,5,5,4,4,4,4,3
0,22,3763,2,3,2,4,4,3,5,4,4
1,36,3836,3,3,4,5,5,4,4,4,5
0,11,3718,2,3,4,2,4,4,2,3,4
0,46,3844,2,3,5,2,5,5,1,4,5
0,49,3959,2,3,4,2,4,4,1,4,4
1,52,2498,5,5,5,5,5,4,4,4,4
1,42,2477,1,1,4,4,4,4,4,4,3
0,65,3439,2,3,2,5,5,3,1,4,5
0,14,3779,2,3,4,2,3,4,3,4,4
1,12,4159,1,1,2,5,5,4,4,4,3
0,47,3130,2,3,1,2,1,1,2,3,1
0,55,4296,2,3,5,2,5,5,3,2,5
0,33,3209,2,3,2,1,1,3,2,3,1
1,60,2350,3,3,5,5,4,4,4,4,3
1,37,4044,3,5,5,4,4,4,4,4,3
1,17,3387,2,2,4,4,4,4,4,4,4
1,20,3675,5,5,3,3,3,4,4,4,4
0,53,2233,2,3,3,3,2,3,3,4,4
0,11,3557,2,3,1,2,1,1,3,4,1
1,56,2172,1,1,5,3,4,4,4,4,3
1,9,3250,4,4,1,4,3,4,4,4,3
0,32,3762,2,3,1,2,1,1,2,3,1
0,53,3861,2,3,4,2,4,4,3,4,4
0,59,2766,2,3,1,2,1,1,1,2,1
1,40,3116,5,5,5,1,2,4,4,4,5
0,64,2683,2,3,3,2,3,3,2,3,3
1,29,2993,5,5,2,3,4,4,4,4,3
1,59,1988,3,3,5,5,4,4,4,4,5
0,56,2981,2,3,5,2,5,5,4,4,5
1,21,2621,3,3,5,4,4,4,4,4,5
0,65,3415,2,3,2,2,2,2,3,2,2
0,21,2644,2,3,3,2,5,3,1,4,3
0,51,3231,2,3,1,2,2,1,4,3,1
0,59,3005,2,3,2,2,2,2,3,3,2
1,31,3487,5,4,5,5,5,4,4,4,5
0,61,2529,2,3,3,2,4,3,2,4,3
1,21,3428,4,4,4,4,4,4,4,4,4
0,62,2884,2,3,1,2,5,1,4,2,1
1,57,1772,4,4,5,5,4,4,4,4,4
1,25,2776,3,3,4,4,5,4,4,4,3
1,43,1759,4,4,3,4,4,4,4,4,4
1,11,2746,1,1,2,4,4,4,4,4,5
0,43,2390,2,3,3,2,3,3,2,3,3
0,11,2922,2,3,3,2,3,3,3,2,3
1,26,2736,5,5,4,4,4,4,4,5,4
0,7,2784,2,3,2,2,1,2,4,3,2
0,68,2694,2,3,5,2,4,5,2,4,5
0,16,3101,2,3,1,2,1,1,1,3,1
0,55,3132,2,3,3,2,3,3,1,2,3
1,24,2828,4,4,4,4,5,4,4,4,5
1,61,1656,3,3,5,5,5,4,4,4,3
0,57,3030,2,3,3,2,1,3,3,3,3
0,27,2826,2,3,2,2,5,2,3,3,2
0,64,2777,2,3,1,2,1,1,4,4,1
0,7,3191,2,3,1,2,1,1,1,2,1
1,41,2440,3,3,3,4,5,4,4,4,3
0,20,2530,2,3,5,2,5,5,1,4,5
1,34,1485,2,2,3,5,5,4,4,4,3
1,30,2829,3,3,4,4,4,4,4,4,4
0,48,3152,2,3,1,2,5,1,3,4,1
0,45,1413,2,3,3,1,3,2,2,2,1
0,25,2811,2,3,2,2,2,2,2,2,2
0,23,2796,2,3,3,2,3,3,4,3,3
0,31,2450,2,3,5,2,5,5,1,2,5
0,14,2411,2,3,3,2,3,3,4,2,3
0,34,2693,2,3,2,2,2,2,3,3,2
0,11,2836,2,3,4,2,4,4,3,1,4
0,28,2551,2,3,4,2,4,4,3,2,4
1,30,2876,4,4,2,5,5,4,4,4,5
1,37,2584,2,2,2,5,4,4,4,4,5
0,43,2609,2,3,1,2,1,1,4,3,1
0,17,2862,2,3,4,2,5,4,4,3,4
0,30,2477,2,3,5,2,5,5,2,3,5
1,10,2685,2,2,2,4,4,4,4,4,5
0,70,1225,2,3,3,2,2,4,4,4,1
0,56,2561,2,3,5,2,5,5,3,3,5
0,7,2103,2,3,4,2,4,4,1,3,4
1,15,2261,2,2,2,4,4,4,4,4,4
1,48,1166,3,3,4,4,4,4,3,3,4
1,54,1175,3,3,4,4,4,4,5,4,4
1,67,1177,3,5,5,5,5,4,4,4,4
0,65,2270,2,3,3,2,3,3,2,3,3
1,66,1160,2,2,4,4,5,4,4,4,4
0,7,2104,2,3,2,2,2,2,1,4,2
1,16,2761,3,3,5,5,4,4,4,4,4
1,21,2604,2,2,3,5,4,4,4,4,4
0,15,2157,2,3,5,2,1,5,2,2,5
0,59,2321,2,3,2,2,2,2,1,2,2
0,36,2296,2,3,2,2,2,2,1,3,2
1,37,2668,3,4,4,4,4,4,3,4,4
1,66,1141,2,2,4,4,5,4,4,4,4
1,18,1850,4,4,4,4,5,4,4,4,3
0,60,2523,2,3,4,2,3,4,4,3,4
1,70,1132,5,5,5,5,4,4,4,4,5
1,14,2331,5,5,4,4,4,4,5,4,4
1,56,1084,1,1,1,2,5,4,4,4,5
1,28,2455,1,1,2,3,3,4,4,4,3
0,41,2270,2,3,1,2,4,1,1,2,1
0,20,2720,2,3,2,1,1,2,1,3,1
1,43,1083,4,4,2,4,2,4,4,4,1
0,58,2129,2,3,3,2,5,3,4,3,3
0,8,1770,2,3,5,2,5,5,3,3,5
1,8,2389,2,5,4,4,4,4,5,5,4
1,20,2483,5,5,2,5,5,4,4,4,3
1,20,2346,2,2,3,4,4,4,4,4,4
0,11,2599,2,3,2,2,2,2,2,4,2
0,26,2577,2,3,5,2,5,5,4,2,5
1,20,2096,1,1,2,5,5,4,4,4,4
1,54,1051,4,4,3,4,4,4,4,4,5
0,31,2415,2,3,1,2,1,1,4,3,1
1,43,1020,1,1,4,5,5,4,4,4,3
0,49,2723,2,3,3,2,3,3,3,2,3
1,23,2912,2,2,4,4,4,4,3,4,4
0,64,2918,2,3,1,2,1,1,3,4,1
1,29,2170,4,4,2,4,5,4,4,4,4
1,70,976,2,3,4,4,4,4,5,2,4
1,30,2134,1,1,5,1,2,4,4,4,5
1,67,988,1,1,3,5,4,4,4,4,3
0,47,2381,2,3,1,2,1,1,3,4,1
1,37,2409,4,1,5,4,5,4,4,4,5
1,57,991,5,4,4,4,4,4,5,4,4
0,64,2239,2,3,1,2,1,1,3,4,1
0,7,2413,2,3,4,2,4,4,3,3,4
1,21,2258,3,5,4,4,4,4,5,5,4
1,65,947,2,2,3,5,5,4,4,4,3
1,12,2086,3,3,5,5,5,4,4,4,5
1,19,1898,1,1,3,4,5,4,4,4,5
1,20,2211,3,3,5,2,1,4,4,4,2
1,69,934,4,4,4,4,4,4,4,2,4
1,64,962,1,2,2,5,4,4,4,4,3
1,40,949,1,1,4,3,3,4,4,4,4
0,54,2059,2,3,4,2,4,4,1,4,4
0,70,2108,2,3,3,2,3,3,3,3,3
1,50,926,3,3,3,5,5,4,4,4,4
0,10,2671,2,3,2,2,4,2,1,4,2
0,22,2125,2,3,3,2,3,3,3,4,3
1,34,2060,3,3,3,2,3,4,4,4,4
0,54,2365,2,3,3,2,3,3,2,3,3
0,27,2329,2,3,2,2,3,2,2,2,2
0,10,2172,2,3,4,2,4,4,2,3,4
0,19,1876,2,3,3,2,3,3,1,3,3
0,54,2286,2,3,1,2,1,1,4,3,1
0,62,1903,2,3,1,2,1,1,2,2,1
1,14,2079,3,3,3,3,5,4,4,4,4
1,29,2020,5,5,2,5,5,4,4,4,3
0,8,2104,2,3,3,2,3,3,4,4,3
1,47,885,2,2,3,3,2,4,4,4,3
1,19,2055,3,3,3,4,3,4,4,4,1
1,49,864,4,4,1,4,2,4,4,4,3
1,18,2334,1,1,5,5,5,4,4,4,5
1,30,1713,5,5,3,5,5,4,4,4,5
1,47,859,3,3,2,4,4,4,4,4,4
1,69,874,2,2,4,4,5,4,4,4,4
1,27,1606,1,1,4,5,4,4,4,4,3
0,8,2017,2,3,3,2,3,3,2,3,3
1,7,1831,5,5,5,5,4,4,4,4,4
0,51,1832,2,3,1,2,1,1,4,4,1
0,39,2358,2,3,3,2,3,3,2,4,3
1,40,2245,4,4,4,4,4,4,3,5,4
0,60,1869,2,3,1,2,1,1,3,3,1
0,45,2064,2,3,2,2,2,2,2,4,2
1,47,787,5,5,2,5,4,4,4,4,4
1,55,790,1,1,4,4,4,4,4,5,4
0,26,1926,2,3,3,2,3,3,3,3,3
0,54,2324,2,3,4,2,4,4,3,3,4
0,53,1996,2,3,1,2,1,1,1,3,1
1,21,2141,1,1,5,4,5,4,4,4,5
0,51,2063,2,3,5,2,5,5,3,4,5
1,61,800,2,2,3,4,5,4,4,4,5
0,64,2329,2,3,3,2,3,3,3,3,3
0,64,2597,2,3,2,1,1,3,3,3,1
0,62,2293,2,3,5,2,5,5,3,3,5
0,59,2630,2,3,2,4,2,2,1,3,2
1,47,770,5,5,4,4,4,4,5,4,4
0,13,2235,2,3,1,2,1,1,3,3,1
0,63,2092,2,3,2,2,2,2,1,4,2
1,41,1620,1,1,4,4,4,4,3,5,4
1,30,2396,2,5,5,5,5,4,4,4,4
0,30,2225,2,3,4,2,4,4,1,3,4
0,29,1722,2,3,4,2,4,4,3,3,4
0,53,2392,2,3,1,2,1,1,1,2,1
0,29,2480,2,3,1,2,1,1,4,4,1
1,69,702,3,3,2,5,4,4,4,4,4
0,46,2034,2,3,1,2,4,1,4,4,1
1,19,2333,1,1,5,4,5,4,4,4,3
1,8,1960,4,4,4,5,5,4,4,4,4
0,52,2562,2,3,5,2,5,5,1,4,5
1,20,2396,2,2,3,5,5,4,4,4,3
1,28,2556,5,5,4,4,4,4,3,4,4
0,13,2171,2,3,1,2,1,1,4,2,1
1,12,2081,3,3,1,5,4,4,4,4,5
0,31,1729,2,3,4,2,4,4,4,4,4
0,56,1994,2,3,2,2,2,2,1,2,2
0,59,687,2,3,4,3,3,3,3,3,1
0,27,1741,2,3,1,2,1,1,2,2,1
0,12,1963,2,3,3,2,3,3,3,4,3
1,60,631,1,5,5,4,4,4,4,4,3
0,40,1882,2,3,5,2,5,5,4,3,5
0,29,2230,2,3,3,2,3,3,1,2,3
0,37,1456,2,3,2,2,2,2,3,3,2
0,25,1665,2,3,4,2,4,4,2,2,4
0,51,609,2,3,1,3,3,1,1,1,4
1,22,1429,4,4,4,4,4,4,5,1,4
0,45,2294,2,3,5,2,5,5,1,3,5
0,66,1917,2,3,5,2,5,5,4,4,5
1,39,1878,5,5,2,5,4,4,4,4,3
0,8,1714,2,3,2,2,2,2,3,4,2
0,47,2141,2,3,5,2,5,5,3,3,5
0,47,1764,2,3,1,2,1,1,3,4,1
0,49,2288,2,3,4,2,4,4,2,3,4
0,55,2299,2,3,3,2,4,3,3,3,3
1,13,2165,1,1,3,5,4,4,4,4,3
0,27,2259,2,3,3,2,3,3,3,2,3
1,21,1993,3,2,5,5,4,4,4,4,5
0,53,2068,2,3,4,2,4,4,4,4,4
0,22,1856,2,3,3,2,3,3,4,3,3
0,43,1679,2,3,3,2,3,3,4,3,3
1,54,588,4,4,3,4,4,4,4,4,4
1,68,596,2,2,3,5,5,4,4,4,4
1,21,1383,1,1,2,5,4,4,4,4,5
0,61,1809,2,3,2,2,2,2,1,3,2
0,24,1546,2,3,5,2,5,5,1,3,5
1,49,578,1,1,5,5,4,4,4,4,3
1,68,578,1,1,5,5,5,4,4,4,3
1,23,1709,3,1,4,4,5,4,4,4,5
1,59,563,2,2,2,5,5,4,4,4,5
0,33,1265,2,3,1,2,1,1,2,3,1
0,22,1382,2,3,1,2,1,1,4,4,1
0,28,2223,2,3,3,2,3,3,3,2,3
1,62,562,4,4,2,5,5,4,4,4,5
1,32,2075,3,5,5,5,4,4,4,4,4
0,45,567,2,3,1,3,2,4,4,4,1
0,55,2074,2,3,5,2,5,5,1,2,5
0,19,2384,2,3,4,2,4,4,4,4,4
0,19,2195,2,3,2,4,4,1,4,4,4
1,18,2476,1,1,2,5,5,4,4,4,3
0,18,1822,2,3,1,2,1,1,4,3,1
0,41,2169,2,3,2,4,4,3,3,3,4
0,32,2268,2,3,4,2,4,4,4,3,4
0,52,2143,2,3,2,2,2,2,2,2,2
1,45,520,1,1,5,5,4,4,4,4,3
1,21,1313,4,4,3,3,4,4,4,4,5
1,56,512,1,1,2,1,1,4,4,4,3
0,51,2269,2,3,2,2,2,1,3,2,2
1,29,1927,2,4,4,5,5,4,4,4,4
1,43,488,1,1,4,5,4,4,4,4,5
0,55,2097,2,3,3,2,3,3,1,2,3
1,41,1661,5,5,4,4,5,4,4,4,5
0,37,1616,2,3,1,2,1,1,4,3,1
1,25,1503,1,1,5,3,4,4,4,4,4
1,50,498,4,1,2,4,3,4,4,4,1
0,38,1899,2,3,2,2,2,2,4,3,2
1,14,2022,4,4,2,1,2,4,4,4,3
1,51,486,2,2,4,5,3,4,4,4,2
0,8,2203,2,3,2,2,2,2,4,3,2
0,65,1629,2,3,5,2,5,5,2,3,5
0,64,1153,2,3,3,2,3,3,1,2,3
0,32,1478,2,3,3,2,4,3,2,3,3
0,56,1594,2,3,3,2,3,3,1,3,3
0,44,1691,2,3,1,2,1,1,2,2,1
1,21,1694,4,4,3,5,4,4,4,4,3
0,29,1739,2,3,3,2,5,3,3,2,3
1,20,1648,2,2,3,4,5,4,4,4,4
1,14,1829,3,3,5,4,5,4,4,4,3
1,12,1253,3,3,3,5,4,4,4,4,4
1,33,1870,1,1,4,4,4,4,5,5,4
1,34,1846,1,1,5,5,4,4,4,4,5
1,14,1874,1,1,5,5,5,4,4,4,3
0,54,1639,2,3,4,2,4,4,4,4,4
1,34,2140,2,2,3,5,5,4,4,4,3
0,40,1366,2,3,1,2,2,1,1,4,1
0,62,1927,2,3,2,3,3,2,1,4,3
0,47,2025,2,3,2,2,4,2,2,3,2
1,63,422,2,2,3,4,5,4,4,4,5
0,34,1392,2,3,2,2,2,2,2,3,2
0,39,1584,2,3,3,2,3,3,2,4,3
1,23,1438,1,1,5,4,5,4,4,4,3
1,13,1605,1,1,4,4,4,4,1,4,4
1,21,1737,4,1,2,5,5,4,4,4,3
1,15,1544,5,1,4,4,4,4,4,4,5
1,66,417,2,2,4,4,4,4,4,4,4
0,25,1223,2,3,3,2,3,3,3,3,3
1,14,1357,3,3,4,4,4,4,4,4,4
0,16,1837,2,3,5,2,5,5,1,3,5
1,50,377,4,4,3,5,5,4,4,4,4
1,40,1830,4,4,3,5,5,4,4,4,3
1,66,385,3,3,2,5,4,4,4,4,5
0,24,1921,2,3,1,2,1,1,2,3,1
1,50,395,3,3,4,4,5,4,4,4,3
0,21,1699,2,3,3,2,5,3,2,4,3
1,51,386,1,1,2,4,4,4,4,4,4
0,67,383,2,3,1,2,3,2,2,5,3
0,66,1503,2,3,4,2,4,4,3,2,4
0,16,1431,2,3,2,2,2,2,2,3,2
0,15,2115,2,3,2,4,4,3,4,4,4
1,16,1472,3,3,4,4,5,4,4,4,4
1,25,1257,2,2,4,4,4,4,3,5,4
0,15,1280,2,3,2,2,2,2,1,2,2
1,12,1551,1,1,4,5,5,4,4,4,5
0,31,1869,2,3,4,2,4,4,1,3,4
0,13,1530,2,3,2,2,2,2,2,4,2
1,21,1295,5,1,4,4,4,4,5,4,4
0,9,1141,2,3,4,2,4,4,1,2,4
1,11,1657,3,3,3,4,4,4,4,4,3
0,8,2048,2,3,4,2,4,4,3,3,4
1,25,1958,2,2,3,4,5,4,4,4,5
0,49,1577,2,3,4,2,4,4,2,3,4
1,43,353,5,5,2,2,3,4,4,4,4
0,13,1941,2,3,2,2,1,2,1,4,2
0,44,1754,2,3,4,2,4,4,4,2,4
0,65,1564,2,3,5,2,5,5,2,3,5
0,53,2098,2,3,5,2,5,5,2,3,5
1,55,354,4,4,5,5,5,4,4,4,5
1,51,338,4,4,4,4,4,4,4,4,4
0,62,1963,2,3,4,2,4,4,4,3,4
1,30,1553,1,1,4,4,4,4,4,4,3
0,44,2102,2,3,2,2,2,2,1,4,2
1,47,336,5,5,5,4,5,4,4,4,5
1,52,336,4,4,1,3,2,4,4,4,1
1,16,1546,4,4,2,5,5,4,4,4,2
0,13,1879,2,3,3,2,5,3,1,4,3
0,11,1929,2,3,4,2,4,4,4,4,4
1,59,281,5,5,1,3,3,4,4,4,4
1,60,318,4,4,5,5,4,4,4,4,3
0,25,1755,2,3,4,2,3,4,2,3,4
0,60,1578,2,3,5,2,5,5,1,4,5
0,50,1902,2,3,2,2,5,2,2,3,2
0,27,1760,2,3,2,2,2,2,1,4,2
0,49,1102,2,3,4,2,4,4,3,4,4
1,10,1382,2,2,5,5,5,4,4,4,4
0,24,931,2,3,5,2,5,5,3,2,5
0,39,1952,2,3,5,2,3,5,3,1,5
1,13,1445,1,1,2,4,5,4,4,4,3
1,67,310,3,3,4,4,4,4,4,5,4
0,60,1297,2,3,5,2,5,5,4,3,5
0,60,1280,2,3,1,2,1,1,2,3,1
1,45,276,1,1,4,4,4,4,4,5,4
0,33,1210,2,3,2,2,2,2,1,3,2
0,62,1825,2,3,3,2,3,3,2,4,3
0,66,1552,2,3,5,2,5,5,2,2,5
0,7,1363,2,3,4,2,4,4,4,3,4
1,10,1378,1,1,3,1,5,4,4,4,2
0,51,2010,2,3,5,2,5,5,4,3,5
0,41,1716,2,3,5,2,2,5,3,2,5
1,33,2093,1,1,4,4,4,4,2,1,4
1,67,253,3,3,4,4,4,4,5,5,4
1,30,1197,2,2,5,5,4,4,4,4,5
1,9,1229,3,1,5,4,5,4,4,4,5
0,64,1758,2,3,2,2,2,2,4,3,2
0,65,1480,2,3,2,2,2,2,3,3,2
1,45,262,5,5,3,1,2,4,4,4,1
0,25,1652,2,3,5,2,5,5,1,2,5
1,54,248,3,3,4,4,5,4,4,4,3
1,63,237,1,1,5,4,5,4,4,4,4
0,9,1395,2,3,1,2,1,1,3,3,1
0,12,922,2,3,5,2,5,5,2,4,5
1,33,1135,1,1,2,4,5,4,4,4,3
0,37,1341,2,3,4,2,4,4,3,3,4
0,9,1867,2,3,4,2,4,4,1,3,4
0,21,1607,2,3,2,2,2,2,3,3,2
0,49,1739,2,3,5,2,5,5,2,3,5
0,20,1800,2,3,2,2,2,2,1,4,2
0,15,1769,2,3,4,2,4,4,4,2,4
0,67,1038,2,3,1,2,1,1,1,3,1
0,49,1563,2,3,2,2,5,2,3,4,2
0,25,1431,2,3,3,2,3,3,4,2,3
1,9,1424,5,5,4,4,4,4,5,1,4
1,27,1094,5,5,5,4,4,4,4,4,4
0,15,1115,2,3,5,2,5,5,1,4,5
1,65,85,2,2,2,5,4,4,4,4,4
0,11,1361,2,3,5,2,2,5,2,4,5
0,22,1539,2,3,1,2,1,1,1,3,1
0,18,1424,2,3,3,2,2,3,2,2,3
1,62,70,5,5,5,4,5,4,4,4,3
0,46,1361,2,3,2,2,2,2,3,4,2
1,8,958,5,5,4,5,5,4,4,4,3
0,32,2075,2,3,3,2,3,3,3,3,3
0,38,1410,2,3,1,2,1,1,3,4,1
0,69,854,2,3,2,2,2,2,4,2,2
0,63,98,2,3,2,2,3,2,2,2,3
1,28,1144,3,2,2,4,4,4,4,4,1
0,16,1524,2,3,3,2,3,3,3,3,3
1,14,1624,2,2,1,3,5,4,4,4,5
0,25,1136,2,3,5,2,5,5,1,3,5
0,42,1149,2,3,4,2,5,4,4,3,4
1,9,1094,4,4,2,5,5,4,4,4,5
0,13,1364,2,3,2,2,2,2,3,3,2
1,47,72,4,4,4,5,4,4,4,4,4
0,39,769,2,3,2,2,2,2,3,3,2
1,54,422,1,1,2,5,5,4,4,4,4
0,27,6882,2,4,2,3,3,2,5,3,3
1,58,2631,3,3,3,5,5,4,4,4,4
1,34,4361,4,4,3,5,4,4,4,4,4
1,66,2605,1,1,4,5,4,4,4,4,3
1,50,2548,2,2,4,5,4,4,4,4,4
1,68,2510,5,5,5,5,4,4,4,4,3
0,40,3283,2,4,2,1,2,1,2,4,2
1,18,3886,5,5,4,5,5,4,4,4,5
1,24,4134,2,2,4,4,4,4,4,4,4
1,31,4207,4,4,5,4,4,4,4,4,4
0,10,3218,2,4,5,2,5,5,1,4,5
0,8,3651,2,4,2,2,1,2,3,4,2
1,13,3453,2,2,2,4,5,4,4,4,3
0,50,3067,2,4,5,2,5,5,4,4,5
1,56,2013,1,1,4,4,4,4,3,4,4
0,22,2732,2,4,5,2,2,5,1,4,5
1,23,2775,1,1,2,5,5,4,4,4,5
1,13,3061,2,2,3,5,4,4,4,4,5
0,32,2866,2,4,1,2,1,1,1,3,1
0,36,2530,2,4,1,2,1,1,3,2,1
1,18,3305,3,3,4,5,5,4,4,4,4
1,42,1688,1,1,3,4,4,4,4,4,4
0,10,2498,2,4,2,2,2,2,2,3,2
1,11,3244,4,4,4,2,3,4,4,4,2
0,38,2873,2,4,1,2,1,1,1,2,1
0,48,2717,2,4,2,2,2,2,1,4,2
0,60,3369,2,4,5,2,4,5,2,4,5
1,42,1492,5,5,3,4,1,4,4,4,2
0,10,2516,2,4,5,2,4,5,1,3,5
0,24,2948,2,4,2,2,1,2,3,3,2
1,49,1454,2,3,5,4,3,4,4,4,1
1,43,1489,2,2,1,3,5,4,4,4,5
1,23,3027,4,4,1,1,1,4,4,4,3
0,10,3373,2,4,4,2,4,4,4,4,4
0,55,2913,2,4,5,2,5,5,4,3,5
1,65,1248,4,4,2,2,1,4,4,4,2
1,29,2719,4,4,4,5,5,4,4,4,3
0,49,2702,2,4,5,2,5,5,3,3,5
1,64,1232,3,3,3,4,4,4,4,4,4
1,13,2455,5,2,3,4,4,4,4,4,5
0,33,2704,2,4,2,2,2,2,4,3,2
0,25,2580,2,4,1,2,1,1,4,3,1
0,17,3077,2,4,4,2,4,4,2,3,4
0,9,2557,2,4,3,2,3,3,2,2,3
0,14,2145,2,4,4,2,4,4,3,2,4
1,20,2462,3,3,2,5,5,4,4,4,4
0,57,2391,2,4,2,2,2,2,3,3,2
1,7,1836,3,3,3,5,4,4,4,4,4
1,20,2242,5,5,5,4,5,4,4,4,4
1,24,2894,1,1,3,5,5,4,4,4,5
1,18,2383,1,1,3,4,4,4,4,4,4
0,64,2354,2,4,3,2,3,3,4,4,3
0,53,2366,2,4,4,2,4,4,3,4,4
0,62,2564,2,4,3,2,3,3,2,4,3
0,15,1844,2,4,5,2,5,5,3,3,5
0,19,2660,2,4,1,2,1,1,1,4,1
1,54,1057,4,4,4,4,4,4,4,4,3
0,47,2131,2,4,3,2,3,3,2,4,3
0,68,2091,2,4,5,2,5,5,2,4,5
1,42,1067,5,5,4,5,4,4,4,4,4
0,44,1023,2,4,4,4,3,2,2,2,1
0,47,2532,2,4,4,2,4,4,3,4,4
1,55,1020,5,5,4,4,5,4,4,4,3
0,62,2056,2,4,1,2,1,1,4,4,1
0,49,1040,2,4,4,3,4,4,4,2,1
1,50,1012,4,1,5,4,4,4,4,4,3
0,62,2541,2,4,1,2,1,1,2,4,1
0,25,2025,2,4,4,2,4,4,1,4,4
0,28,2361,2,4,1,2,1,1,1,4,1
1,64,961,5,5,4,5,5,4,4,4,5
0,45,2425,2,4,5,2,5,5,2,3,5
1,24,2501,2,2,2,5,4,4,4,4,3
0,20,2603,2,4,1,2,4,1,2,2,1
1,67,965,5,5,2,5,5,4,4,4,4
0,66,2320,2,4,3,2,3,3,2,2,3
1,40,2247,3,3,4,5,5,4,4,4,5
1,13,1880,4,4,2,5,5,4,4,4,4
0,67,2240,2,4,4,2,4,4,2,4,4
0,16,2149,2,4,4,2,3,4,1,4,4
1,13,2085,5,5,3,1,2,4,4,4,3
0,63,2178,2,4,1,2,1,1,2,4,1
0,65,2240,2,4,1,2,1,1,1,4,1
1,25,2005,3,1,4,4,4,4,4,4,4
0,38,2356,2,4,1,2,1,1,2,3,1
1,34,2169,3,3,4,4,4,4,4,4,4
0,18,1694,2,4,4,2,4,4,1,4,4
0,29,2261,2,4,1,2,1,1,2,4,1
0,46,1676,2,4,2,2,5,2,3,3,2
0,17,1711,2,4,2,2,2,2,4,3,2
1,38,2345,4,4,3,4,5,4,4,4,5
0,57,1990,2,4,2,2,2,2,3,3,2
1,18,2513,2,1,4,4,4,4,4,4,4
1,47,896,3,3,5,4,5,4,4,4,4
0,13,2134,2,4,2,2,2,2,3,4,2
0,13,1766,2,4,4,2,4,4,3,3,4
0,61,2689,2,4,5,2,5,5,1,4,5
0,33,2005,2,4,1,2,1,1,3,3,1
0,8,2079,2,4,1,2,1,1,3,3,1
0,8,1679,2,4,1,2,1,1,2,4,1
0,14,2247,2,4,4,2,4,4,4,4,4
1,54,830,1,1,5,5,5,4,4,4,3
0,63,1657,2,4,4,2,4,4,4,3,4
0,61,2123,2,4,5,2,5,5,2,3,5
0,64,1845,2,4,4,2,4,4,1,4,4
0,70,2231,2,4,3,2,3,3,3,3,3
1,58,787,5,5,2,5,4,4,4,4,3
1,53,803,1,1,2,5,5,4,4,4,5
1,23,2046,5,5,2,4,5,4,4,4,4
0,68,1706,2,4,3,2,3,3,4,4,3
1,35,2124,1,1,1,2,4,4,4,4,2
1,29,2032,5,5,5,1,2,4,4,4,3
1,54,759,5,5,1,2,2,4,4,4,2
1,17,1886,2,2,5,4,4,4,4,4,4
0,40,1908,2,4,5,2,5,5,3,4,5
1,28,1730,5,5,5,5,5,4,4,4,4
0,55,2083,2,4,4,2,4,4,2,3,4
0,56,2655,2,4,2,2,3,4,4,3,3
0,19,2273,2,4,5,2,5,5,4,3,5
0,23,2451,2,4,2,3,3,4,1,4,3
